2024-06-18 13:32:43 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 14:34:58 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 14:35:43 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 14:36:28 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 14:37:13 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 14:37:59 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 14:38:44 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 14:39:29 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 14:40:14 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 14:40:59 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 14:41:44 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 14:42:29 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 14:43:14 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 14:43:59 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 14:44:44 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 14:45:29 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 14:46:14 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 14:46:59 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 14:47:44 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 14:48:29 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 14:49:14 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 14:49:59 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 14:50:44 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 14:51:29 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 14:52:14 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 14:52:59 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 14:53:44 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 14:54:29 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 14:55:14 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 14:55:59 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 14:56:44 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 14:57:29 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 14:58:14 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 14:58:59 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 14:59:44 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:00:29 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:01:14 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:01:59 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:02:44 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:03:29 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:04:14 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:04:59 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:05:44 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:06:29 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:07:14 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:07:59 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:08:44 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:09:29 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:10:14 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:10:59 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:11:44 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:12:29 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:13:14 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:13:59 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:14:44 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:15:29 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:16:14 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:16:59 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:17:44 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:18:29 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:19:14 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:19:59 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:20:44 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:21:29 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:22:14 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:22:59 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
2024-06-18 15:23:44 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: Semaphore(value=5, locked=False). call_ct: 41. worker_id: 23cfd82a. 
