2024-06-18 10:45:34 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:02:04 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:02:49 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:03:34 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:04:19 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:05:04 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:05:49 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:06:34 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:07:19 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:08:04 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:08:49 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:09:34 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:10:19 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:11:04 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:11:49 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:12:34 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:13:19 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:14:04 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:14:49 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:15:34 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:16:19 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:17:04 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:17:49 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:18:34 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:19:19 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:20:04 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:20:49 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:21:34 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:22:19 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:23:04 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:23:49 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:24:34 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:25:19 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:26:04 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:26:49 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:27:34 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:28:19 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:29:04 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:29:49 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:30:34 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:31:19 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:32:04 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:32:49 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:33:34 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:34:19 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:35:04 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:35:49 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:36:34 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:37:19 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:38:04 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:38:49 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:39:34 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:40:19 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:41:04 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:41:49 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:42:34 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:43:19 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:44:04 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:44:49 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:45:34 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:46:19 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:47:04 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:47:50 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:48:35 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:49:20 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:50:05 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:50:50 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:51:35 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:52:20 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:53:05 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:53:50 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:54:35 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:55:20 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:56:05 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:56:50 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:57:35 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:58:20 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:59:05 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 11:59:50 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:00:35 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:01:20 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:02:05 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:02:50 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:03:35 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:04:20 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:05:05 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:05:50 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:06:35 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:07:20 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:08:05 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:08:50 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:09:35 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:10:20 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:11:05 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:11:50 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:12:35 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:13:20 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:14:05 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:14:50 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:15:35 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:16:20 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:17:05 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:17:50 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:18:35 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:19:20 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:20:05 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:20:50 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:21:35 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:22:20 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:23:05 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:23:50 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:24:35 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:25:20 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:26:05 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:26:50 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:27:35 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:28:20 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:29:05 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:29:50 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:30:35 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:31:20 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:32:05 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:32:50 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:33:35 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:34:20 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:35:05 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:35:50 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:36:35 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:37:20 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:38:05 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:38:50 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:39:35 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:40:20 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:41:05 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:41:50 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:42:35 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:43:20 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
2024-06-18 12:44:05 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 101. worker_id: 2c60c315. 
